reward_A,loss_A,reward_B,loss_B,reward_C,loss_C,reward_D,loss_D,reward_E,loss_E,reward_F,loss_F
,,,,,,,,0.0,1.4067111092895561,1.4444444,0.3808156860507158
,,,,,,,,3.5,1.5761918970181585,1.3333334,0.39905316208070374
,,,,,,,,6.0,1.4793689151848861,1.3333334,0.4398059637574875
,,,,,,,,6.0,1.5718856470635507,1.8888888,0.5286853106850717
,,,,,,,,4.0,1.4446708348789055,1.1111112,0.5553194610000445
,,,,,,,,3.5,1.6719508690170723,1.5555556,0.6622168332573246
,,,,,,,,2.0,1.4205076284794789,1.6666666,0.6589914346640512
,,,,,,,,7.0,1.5540803065793949,1.2222222,0.61420238213744
,,,,,,,,3.0,1.70089277335763,0.7777778,0.6238224905061122
,,,,,,,,1.0,1.3138302851448687,1.5555556,0.6868530877045522
,,,,,,,,4.5,1.5794302075911932,1.5555556,0.6048807214922748
,,,,,,,,3.5,1.3184110793683803,1.6666666,0.6281172809072241
,,,,,,,,1.0,1.587531924177983,1.3333334,0.6363923230530851
,,,,,,,,2.0,1.2262664026225827,1.3333334,0.5874823624004923
,,,,,,,,4.5,1.3878470094693678,1.4444444,0.6953450429034151
,,,,,,,,0.0,1.4529412064939795,0.6666667,0.6765712786212509
,,,,,,,,2.5,1.407203777233087,1.4444444,0.5937712380321107
,,,,,,,,3.5,1.7410398881595917,1.2222222,0.5755630404275387
,,,,,,,,4.0,1.2093827482882025,1.6666666,0.6147060878743652
,,,,,,,,3.0,1.454368445273784,1.0,0.6525796829374759
,,,,,,,,2.5,1.5711642054327644,1.0,0.7374706655215673
,,,,,,,,3.0,1.5193365542672856,1.3333334,0.6694577403193332
,,,,,,,,3.5,1.2506949850347646,1.4444444,0.6980337106621853
,,,,,,,,3.5,1.269355062078187,1.3333334,0.747485054951827
,,,,,,,,5.5,1.5177152921067492,1.3333334,0.7086436107281034
,,,,,,,,2.0,1.451365469629227,1.0,0.7675562097601012
,,,,,,,,2.0,1.492588405473785,0.7777778,0.7137281734714598
,,,,,,,,2.0,1.287119689362983,1.4444444,0.6784743235918695
,,,,,,,,2.0,1.6381343176550396,1.8888888,0.7887824560504495
,,,,,,,,3.5,1.572104971242304,1.3333334,0.6629284600722499
,,,,,,,,5.5,1.6612299185761041,1.7777778,0.632631500010814
,,,,,,,,7.5,1.5861339686600955,1.6666666,0.584226879075249
,,,,,,,,5.0,1.8249180770275533,1.4444444,0.7194301292761566
,,,,,,,,4.5,1.7590985424961219,1.1111112,0.7130246097954641
,,,,,,,,6.0,1.7156486704670164,0.8888889,0.7653872043064939
,,,,,,,,7.0,1.5371594775389947,1.5555556,0.668404675687513
,,,,,,,,1.0,1.3826312557921834,1.5555556,0.692339482861553
,,,,,,,,1.0,1.6275331339147676,1.0,0.7490637336977403
,,,,,,,,3.0,1.141921792191313,1.8888888,0.7130671323140169
,,,,,,,,3.5,1.501629378823042,1.7777778,0.7056530120314213
,,,,,,,,2.0,1.5528478226049025,1.5555556,0.7516457238641422
,,,,,,,,2.0,1.2056913866064183,1.7777778,0.7294168341456093
,,,,,,,,5.5,1.310054328558722,1.5555556,0.6645312769908858
,,,,,,,,6.5,1.2091710581447663,1.0,0.7413520388133986
